Fuel,Year,Month,Registrations,Month_Num
SOLAR,2021,DEC,0,12
CNG ONLY,2022,JAN,23559,1
DIESEL,2022,JAN,180294,1
DIESEL/HYBRID,2022,JAN,4,1
DUAL DIESEL/CNG,2022,JAN,3,1
DUAL DIESEL/LNG,2022,JAN,0,1
ELECTRIC(BOV),2022,JAN,51489,1
ETHANOL,2022,JAN,0,1
LNG,2022,JAN,0,1
LPG ONLY,2022,JAN,1242,1
NOT APPLICABLE,2022,JAN,5979,1
PETROL,2022,JAN,1317753,1
PETROL(E20)/CNG,2022,JAN,3,1
PETROL(E20)/HYBRID/CNG,2022,JAN,2,1
PETROL(E20)/LPG,2022,JAN,0,1
PETROL/CNG,2022,JAN,33006,1
PETROL/ETHANOL,2022,JAN,0,1
PETROL/HYBRID,2022,JAN,11528,1
PETROL/HYBRID/CNG,2022,JAN,22,1
PETROL/LPG,2022,JAN,1357,1
PURE EV,2022,JAN,0,1
STRONG HYBRID EV,2022,JAN,0,1
CNG ONLY,2022,FEB,20920,2
DIESEL,2022,FEB,171983,2
DIESEL/HYBRID,2022,FEB,4,2
DUAL DIESEL/CNG,2022,FEB,0,2
DUAL DIESEL/LNG,2022,FEB,0,2
ELECTRIC(BOV),2022,FEB,58100,2
ETHANOL,2022,FEB,0,2
LNG,2022,FEB,0,2
LPG ONLY,2022,FEB,1018,2
NOT APPLICABLE,2022,FEB,6949,2
PETROL,2022,FEB,1241203,2
PETROL(E20)/CNG,2022,FEB,1,2
PETROL(E20)/HYBRID/CNG,2022,FEB,2,2
PETROL(E20)/LPG,2022,FEB,0,2
PETROL/CNG,2022,FEB,35847,2
PETROL/ETHANOL,2022,FEB,0,2
PETROL/HYBRID,2022,FEB,9930,2
PETROL/HYBRID/CNG,2022,FEB,24,2
PETROL/LPG,2022,FEB,1025,2
PURE EV,2022,FEB,0,2
STRONG HYBRID EV,2022,FEB,0,2
CNG ONLY,2022,MAR,25313,3
DIESEL,2022,MAR,214712,3
DIESEL/HYBRID,2022,MAR,3,3
DUAL DIESEL/CNG,2022,MAR,0,3
DUAL DIESEL/LNG,2022,MAR,0,3
ELECTRIC(BOV),2022,MAR,83103,3
ETHANOL,2022,MAR,1,3
LNG,2022,MAR,0,3
LPG ONLY,2022,MAR,1276,3
NOT APPLICABLE,2022,MAR,8266,3
PETROL,2022,MAR,1421046,3
PETROL(E20)/CNG,2022,MAR,2,3
PETROL(E20)/HYBRID/CNG,2022,MAR,3,3
PETROL(E20)/LPG,2022,MAR,0,3
PETROL/CNG,2022,MAR,40768,3
PETROL/ETHANOL,2022,MAR,0,3
PETROL/HYBRID,2022,MAR,8623,3
PETROL/HYBRID/CNG,2022,MAR,22,3
PETROL/LPG,2022,MAR,1308,3
PURE EV,2022,MAR,0,3
STRONG HYBRID EV,2022,MAR,0,3
CNG ONLY,2022,APR,23882,4
DIESEL,2022,APR,189908,4
DIESEL/HYBRID,2022,APR,4,4
DUAL DIESEL/CNG,2022,APR,0,4
DUAL DIESEL/LNG,2022,APR,0,4
ELECTRIC(BOV),2022,APR,77614,4
ETHANOL,2022,APR,1,4
LNG,2022,APR,0,4
LPG ONLY,2022,APR,1010,4
NOT APPLICABLE,2022,APR,5269,4
PETROL,2022,APR,1462156,4
PETROL(E20)/CNG,2022,APR,4,4
PETROL(E20)/HYBRID/CNG,2022,APR,0,4
PETROL(E20)/LPG,2022,APR,1,4
PETROL/CNG,2022,APR,38433,4
PETROL/ETHANOL,2022,APR,0,4
PETROL/HYBRID,2022,APR,7571,4
PETROL/HYBRID/CNG,2022,APR,11,4
PETROL/LPG,2022,APR,1227,4
PURE EV,2022,APR,0,4
STRONG HYBRID EV,2022,APR,0,4
CNG ONLY,2022,MAY,19475,5
DIESEL,2022,MAY,184102,5
DIESEL/HYBRID,2022,MAY,23,5
DUAL DIESEL/CNG,2022,MAY,0,5
DUAL DIESEL/LNG,2022,MAY,0,5
ELECTRIC(BOV),2022,MAY,69924,5
ETHANOL,2022,MAY,0,5
LNG,2022,MAY,0,5
LPG ONLY,2022,MAY,767,5
NOT APPLICABLE,2022,MAY,5729,5
PETROL,2022,MAY,1508043,5
PETROL(E20)/CNG,2022,MAY,8,5
PETROL(E20)/HYBRID/CNG,2022,MAY,3,5
PETROL(E20)/LPG,2022,MAY,0,5
PETROL/CNG,2022,MAY,36759,5
PETROL/ETHANOL,2022,MAY,0,5
PETROL/HYBRID,2022,MAY,16109,5
PETROL/HYBRID/CNG,2022,MAY,38,5
PETROL/LPG,2022,MAY,1246,5
PURE EV,2022,MAY,0,5
STRONG HYBRID EV,2022,MAY,0,5
CNG ONLY,2022,JUN,19870,6
DIESEL,2022,JUN,193202,6
DIESEL/HYBRID,2022,JUN,58,6
DUAL DIESEL/CNG,2022,JUN,1,6
DUAL DIESEL/LNG,2022,JUN,0,6
ELECTRIC(BOV),2022,JUN,75882,6
ETHANOL,2022,JUN,0,6
LNG,2022,JUN,0,6
LPG ONLY,2022,JUN,993,6
NOT APPLICABLE,2022,JUN,6574,6
PETROL,2022,JUN,1362270,6
PETROL(E20)/CNG,2022,JUN,2,6
PETROL(E20)/HYBRID/CNG,2022,JUN,2,6
PETROL(E20)/LPG,2022,JUN,2,6
PETROL/CNG,2022,JUN,37269,6
PETROL/ETHANOL,2022,JUN,0,6
PETROL/HYBRID,2022,JUN,12979,6
PETROL/HYBRID/CNG,2022,JUN,34,6
PETROL/LPG,2022,JUN,1214,6
PURE EV,2022,JUN,0,6
STRONG HYBRID EV,2022,JUN,0,6
CNG ONLY,2022,JUL,21466,7
DIESEL,2022,JUL,198484,7
DIESEL/HYBRID,2022,JUL,80,7
DUAL DIESEL/CNG,2022,JUL,0,7
DUAL DIESEL/LNG,2022,JUL,0,7
ELECTRIC(BOV),2022,JUL,80876,7
ETHANOL,2022,JUL,0,7
LNG,2022,JUL,0,7
LPG ONLY,2022,JUL,862,7
NOT APPLICABLE,2022,JUL,6190,7
PETROL,2022,JUL,1259295,7
PETROL(E20)/CNG,2022,JUL,4,7
PETROL(E20)/HYBRID/CNG,2022,JUL,2,7
PETROL(E20)/LPG,2022,JUL,4,7
PETROL/CNG,2022,JUL,36172,7
PETROL/ETHANOL,2022,JUL,0,7
PETROL/HYBRID,2022,JUL,12435,7
PETROL/HYBRID/CNG,2022,JUL,42,7
PETROL/LPG,2022,JUL,1130,7
PURE EV,2022,JUL,3,7
STRONG HYBRID EV,2022,JUL,0,7
CNG ONLY,2022,AUG,24381,8
DIESEL,2022,AUG,192238,8
DIESEL/HYBRID,2022,AUG,123,8
DUAL DIESEL/CNG,2022,AUG,0,8
DUAL DIESEL/LNG,2022,AUG,0,8
ELECTRIC(BOV),2022,AUG,89014,8
ETHANOL,2022,AUG,0,8
LNG,2022,AUG,0,8
LPG ONLY,2022,AUG,1123,8
NOT APPLICABLE,2022,AUG,5092,8
PETROL,2022,AUG,1312341,8
PETROL(E20)/CNG,2022,AUG,4,8
PETROL(E20)/HYBRID/CNG,2022,AUG,0,8
PETROL(E20)/LPG,2022,AUG,1,8
PETROL/CNG,2022,AUG,36559,8
PETROL/ETHANOL,2022,AUG,1,8
PETROL/HYBRID,2022,AUG,18790,8
PETROL/HYBRID/CNG,2022,AUG,40,8
PETROL/LPG,2022,AUG,1173,8
PURE EV,2022,AUG,1,8
STRONG HYBRID EV,2022,AUG,1,8
CNG ONLY,2022,SEP,27003,9
DIESEL,2022,SEP,189890,9
DIESEL/HYBRID,2022,SEP,73,9
DUAL DIESEL/CNG,2022,SEP,0,9
DUAL DIESEL/LNG,2022,SEP,1,9
ELECTRIC(BOV),2022,SEP,94918,9
ETHANOL,2022,SEP,0,9
LNG,2022,SEP,0,9
LPG ONLY,2022,SEP,1380,9
NOT APPLICABLE,2022,SEP,6323,9
PETROL,2022,SEP,1198796,9
PETROL(E20)/CNG,2022,SEP,4,9
PETROL(E20)/HYBRID/CNG,2022,SEP,1,9
PETROL(E20)/LPG,2022,SEP,1,9
PETROL/CNG,2022,SEP,32489,9
PETROL/ETHANOL,2022,SEP,0,9
PETROL/HYBRID,2022,SEP,19455,9
PETROL/HYBRID/CNG,2022,SEP,49,9
PETROL/LPG,2022,SEP,1070,9
PURE EV,2022,SEP,3,9
STRONG HYBRID EV,2022,SEP,0,9
CNG ONLY,2022,OCT,31088,10
DIESEL,2022,OCT,205487,10
DIESEL/HYBRID,2022,OCT,106,10
DUAL DIESEL/CNG,2022,OCT,1,10
DUAL DIESEL/LNG,2022,OCT,0,10
ELECTRIC(BOV),2022,OCT,117506,10
ETHANOL,2022,OCT,0,10
LNG,2022,OCT,0,10
LPG ONLY,2022,OCT,1549,10
NOT APPLICABLE,2022,OCT,5917,10
PETROL,2022,OCT,1865855,10
PETROL(E20)/CNG,2022,OCT,3,10
PETROL(E20)/HYBRID/CNG,2022,OCT,5,10
PETROL(E20)/LPG,2022,OCT,0,10
PETROL/CNG,2022,OCT,46107,10
PETROL/ETHANOL,2022,OCT,1,10
PETROL/HYBRID,2022,OCT,27552,10
PETROL/HYBRID/CNG,2022,OCT,56,10
PETROL/LPG,2022,OCT,1288,10
PURE EV,2022,OCT,0,10
STRONG HYBRID EV,2022,OCT,0,10
CNG ONLY,2022,NOV,33342,11
DIESEL,2022,NOV,221876,11
DIESEL/HYBRID,2022,NOV,116,11
DUAL DIESEL/CNG,2022,NOV,0,11
DUAL DIESEL/LNG,2022,NOV,0,11
ELECTRIC(BOV),2022,NOV,121592,11
ETHANOL,2022,NOV,0,11
LNG,2022,NOV,10,11
LPG ONLY,2022,NOV,1797,11
NOT APPLICABLE,2022,NOV,7123,11
PETROL,2022,NOV,1965893,11
PETROL(E20)/CNG,2022,NOV,2,11
PETROL(E20)/HYBRID/CNG,2022,NOV,2,11
PETROL(E20)/LPG,2022,NOV,1,11
PETROL/CNG,2022,NOV,39836,11
PETROL/ETHANOL,2022,NOV,1,11
PETROL/HYBRID,2022,NOV,25863,11
PETROL/HYBRID/CNG,2022,NOV,51,11
PETROL/LPG,2022,NOV,838,11
PURE EV,2022,NOV,0,11
STRONG HYBRID EV,2022,NOV,1,11
CNG ONLY,2022,DEC,27200,12
DIESEL,2022,DEC,203038,12
DIESEL/HYBRID,2022,DEC,147,12
DUAL DIESEL/CNG,2022,DEC,0,12
DUAL DIESEL/LNG,2022,DEC,0,12
ELECTRIC(BOV),2022,DEC,105002,12
ETHANOL,2022,DEC,0,12
LNG,2022,DEC,10,12
LPG ONLY,2022,DEC,1390,12
NOT APPLICABLE,2022,DEC,6670,12
PETROL,2022,DEC,1249008,12
PETROL(E20)/CNG,2022,DEC,1,12
PETROL(E20)/HYBRID/CNG,2022,DEC,3,12
PETROL(E20)/LPG,2022,DEC,1,12
PETROL/CNG,2022,DEC,34470,12
PETROL/ETHANOL,2022,DEC,0,12
PETROL/HYBRID,2022,DEC,24467,12
PETROL/HYBRID/CNG,2022,DEC,46,12
PETROL/LPG,2022,DEC,745,12
PURE EV,2022,DEC,0,12
STRONG HYBRID EV,2022,DEC,0,12
CNG ONLY,2023,JAN,31211,1
DIESEL,2023,JAN,220678,1
DIESEL/HYBRID,2023,JAN,161,1
ELECTRIC(BOV),2023,JAN,102892,1
HCNG,2023,JAN,0,1
LNG,2023,JAN,0,1
LPG ONLY,2023,JAN,1636,1
NOT APPLICABLE,2023,JAN,5656,1
PETROL,2023,JAN,1416790,1
PETROL(E20)/CNG,2023,JAN,4,1
PETROL(E20)/HYBRID/CNG,2023,JAN,5,1
PETROL(E20)/LPG,2023,JAN,2,1
PETROL/CNG,2023,JAN,46607,1
PETROL/ETHANOL,2023,JAN,1,1
PETROL/HYBRID,2023,JAN,30164,1
PETROL/HYBRID/CNG,2023,JAN,46,1
PETROL/LPG,2023,JAN,1082,1
PURE EV,2023,JAN,0,1
STRONG HYBRID EV,2023,JAN,0,1
CNG ONLY,2023,FEB,31307,2
DIESEL,2023,FEB,208107,2
DIESEL/HYBRID,2023,FEB,147,2
ELECTRIC(BOV),2023,FEB,107214,2
HCNG,2023,FEB,0,2
LNG,2023,FEB,13,2
LPG ONLY,2023,FEB,1947,2
NOT APPLICABLE,2023,FEB,5921,2
PETROL,2023,FEB,1382885,2
PETROL(E20)/CNG,2023,FEB,7,2
PETROL(E20)/HYBRID/CNG,2023,FEB,5,2
PETROL(E20)/LPG,2023,FEB,0,2
PETROL/CNG,2023,FEB,31543,2
PETROL/ETHANOL,2023,FEB,715,2
PETROL/HYBRID,2023,FEB,31348,2
PETROL/HYBRID/CNG,2023,FEB,76,2
PETROL/LPG,2023,FEB,1001,2
PURE EV,2023,FEB,0,2
STRONG HYBRID EV,2023,FEB,1,2
CNG ONLY,2023,MAR,34397,3
DIESEL,2023,MAR,239384,3
DIESEL/HYBRID,2023,MAR,121,3
ELECTRIC(BOV),2023,MAR,140924,3
HCNG,2023,MAR,0,3
LNG,2023,MAR,23,3
LPG ONLY,2023,MAR,1699,3
NOT APPLICABLE,2023,MAR,5957,3
PETROL,2023,MAR,1559931,3
PETROL(E20)/CNG,2023,MAR,3,3
PETROL(E20)/HYBRID/CNG,2023,MAR,6,3
PETROL(E20)/LPG,2023,MAR,2,3
PETROL/CNG,2023,MAR,35815,3
PETROL/ETHANOL,2023,MAR,12744,3
PETROL/HYBRID,2023,MAR,37793,3
PETROL/HYBRID/CNG,2023,MAR,76,3
PETROL/LPG,2023,MAR,1140,3
PURE EV,2023,MAR,0,3
STRONG HYBRID EV,2023,MAR,0,3
CNG ONLY,2023,APR,29931,4
DIESEL,2023,APR,197509,4
DIESEL/HYBRID,2023,APR,122,4
ELECTRIC(BOV),2023,APR,111363,4
HCNG,2023,APR,0,4
LNG,2023,APR,11,4
LPG ONLY,2023,APR,1546,4
NOT APPLICABLE,2023,APR,5444,4
PETROL,2023,APR,1320404,4
PETROL(E20)/CNG,2023,APR,0,4
PETROL(E20)/HYBRID/CNG,2023,APR,4,4
PETROL(E20)/LPG,2023,APR,1,4
PETROL/CNG,2023,APR,34509,4
PETROL/ETHANOL,2023,APR,18141,4
PETROL/HYBRID,2023,APR,27764,4
PETROL/HYBRID/CNG,2023,APR,56,4
PETROL/LPG,2023,APR,713,4
PURE EV,2023,APR,0,4
STRONG HYBRID EV,2023,APR,0,4
CNG ONLY,2023,MAY,31112,5
DIESEL,2023,MAY,208090,5
DIESEL/HYBRID,2023,MAY,135,5
ELECTRIC(BOV),2023,MAY,158472,5
HCNG,2023,MAY,0,5
LNG,2023,MAY,22,5
LPG ONLY,2023,MAY,1999,5
NOT APPLICABLE,2023,MAY,5250,5
PETROL,2023,MAY,1545849,5
PETROL(E20)/CNG,2023,MAY,3,5
PETROL(E20)/HYBRID/CNG,2023,MAY,3,5
PETROL(E20)/LPG,2023,MAY,2,5
PETROL/CNG,2023,MAY,39794,5
PETROL/ETHANOL,2023,MAY,25683,5
PETROL/HYBRID,2023,MAY,26058,5
PETROL/HYBRID/CNG,2023,MAY,29,5
PETROL/LPG,2023,MAY,587,5
PURE EV,2023,MAY,1,5
STRONG HYBRID EV,2023,MAY,0,5
CNG ONLY,2023,JUN,35398,6
DIESEL,2023,JUN,230403,6
DIESEL/HYBRID,2023,JUN,140,6
ELECTRIC(BOV),2023,JUN,102643,6
HCNG,2023,JUN,0,6
LNG,2023,JUN,13,6
LPG ONLY,2023,JUN,2167,6
NOT APPLICABLE,2023,JUN,5710,6
PETROL,2023,JUN,1409478,6
PETROL(E20)/CNG,2023,JUN,2,6
PETROL(E20)/HYBRID/CNG,2023,JUN,2,6
PETROL(E20)/LPG,2023,JUN,0,6
PETROL/CNG,2023,JUN,43984,6
PETROL/ETHANOL,2023,JUN,31861,6
PETROL/HYBRID,2023,JUN,26340,6
PETROL/HYBRID/CNG,2023,JUN,30,6
PETROL/LPG,2023,JUN,598,6
PURE EV,2023,JUN,1,6
STRONG HYBRID EV,2023,JUN,1,6
CNG ONLY,2023,JUL,36196,7
DIESEL,2023,JUL,219806,7
DIESEL/HYBRID,2023,JUL,137,7
ELECTRIC(BOV),2023,JUL,116625,7
HCNG,2023,JUL,0,7
LNG,2023,JUL,4,7
LPG ONLY,2023,JUL,2282,7
NOT APPLICABLE,2023,JUL,5141,7
PETROL,2023,JUL,1307525,7
PETROL(E20)/CNG,2023,JUL,4,7
PETROL(E20)/HYBRID/CNG,2023,JUL,1,7
PETROL(E20)/LPG,2023,JUL,0,7
PETROL/CNG,2023,JUL,45379,7
PETROL/ETHANOL,2023,JUL,36255,7
PETROL/HYBRID,2023,JUL,23103,7
PETROL/HYBRID/CNG,2023,JUL,34,7
PETROL/LPG,2023,JUL,571,7
PURE EV,2023,JUL,1,7
STRONG HYBRID EV,2023,JUL,0,7
CNG ONLY,2023,AUG,38529,8
DIESEL,2023,AUG,209587,8
DIESEL/HYBRID,2023,AUG,141,8
ELECTRIC(BOV),2023,AUG,127214,8
HCNG,2023,AUG,0,8
LNG,2023,AUG,54,8
LPG ONLY,2023,AUG,2453,8
NOT APPLICABLE,2023,AUG,5441,8
PETROL,2023,AUG,1338728,8
PETROL(E20)/CNG,2023,AUG,4,8
PETROL(E20)/HYBRID/CNG,2023,AUG,2,8
PETROL(E20)/LPG,2023,AUG,0,8
PETROL/CNG,2023,AUG,52226,8
PETROL/ETHANOL,2023,AUG,44692,8
PETROL/HYBRID,2023,AUG,25576,8
PETROL/HYBRID/CNG,2023,AUG,36,8
PETROL/LPG,2023,AUG,543,8
PURE EV,2023,AUG,0,8
STRONG HYBRID EV,2023,AUG,1,8
CNG ONLY,2023,SEP,39441,9
DIESEL,2023,SEP,198154,9
DIESEL/HYBRID,2023,SEP,296,9
ELECTRIC(BOV),2023,SEP,128561,9
HCNG,2023,SEP,0,9
LNG,2023,SEP,8,9
LPG ONLY,2023,SEP,2541,9
NOT APPLICABLE,2023,SEP,4619,9
PETROL,2023,SEP,1401202,9
PETROL(E20)/CNG,2023,SEP,2,9
PETROL(E20)/HYBRID/CNG,2023,SEP,3,9
PETROL(E20)/LPG,2023,SEP,0,9
PETROL/CNG,2023,SEP,56721,9
PETROL/ETHANOL,2023,SEP,46478,9
PETROL/HYBRID,2023,SEP,26696,9
PETROL/HYBRID/CNG,2023,SEP,30,9
PETROL/LPG,2023,SEP,519,9
PURE EV,2023,SEP,0,9
STRONG HYBRID EV,2023,SEP,0,9
CNG ONLY,2023,OCT,42054,10
DIESEL,2023,OCT,217513,10
DIESEL/HYBRID,2023,OCT,364,10
ELECTRIC(BOV),2023,OCT,140398,10
HCNG,2023,OCT,0,10
LNG,2023,OCT,40,10
LPG ONLY,2023,OCT,3224,10
NOT APPLICABLE,2023,OCT,5589,10
PETROL,2023,OCT,1598975,10
PETROL(E20)/CNG,2023,OCT,3,10
PETROL(E20)/HYBRID/CNG,2023,OCT,2,10
PETROL(E20)/LPG,2023,OCT,0,10
PETROL/CNG,2023,OCT,61746,10
PETROL/ETHANOL,2023,OCT,53508,10
PETROL/HYBRID,2023,OCT,27256,10
PETROL/HYBRID/CNG,2023,OCT,41,10
PETROL/LPG,2023,OCT,552,10
PURE EV,2023,OCT,1,10
STRONG HYBRID EV,2023,OCT,2,10
CNG ONLY,2023,NOV,39874,11
DIESEL,2023,NOV,213578,11
DIESEL/HYBRID,2023,NOV,307,11
ELECTRIC(BOV),2023,NOV,154185,11
HCNG,2023,NOV,1,11
LNG,2023,NOV,49,11
LPG ONLY,2023,NOV,2932,11
NOT APPLICABLE,2023,NOV,4979,11
PETROL,2023,NOV,2325060,11
PETROL(E20)/CNG,2023,NOV,1,11
PETROL(E20)/HYBRID/CNG,2023,NOV,2,11
PETROL(E20)/LPG,2023,NOV,2,11
PETROL/CNG,2023,NOV,61705,11
PETROL/ETHANOL,2023,NOV,62558,11
PETROL/HYBRID,2023,NOV,26055,11
PETROL/HYBRID/CNG,2023,NOV,22,11
PETROL/LPG,2023,NOV,532,11
PURE EV,2023,NOV,2,11
STRONG HYBRID EV,2023,NOV,0,11
CNG ONLY,2023,DEC,31923,12
DIESEL,2023,DEC,205122,12
DIESEL/HYBRID,2023,DEC,392,12
ELECTRIC(BOV),2023,DEC,141963,12
HCNG,2023,DEC,0,12
LNG,2023,DEC,7,12
LPG ONLY,2023,DEC,2390,12
NOT APPLICABLE,2023,DEC,6380,12
PETROL,2023,DEC,1511197,12
PETROL(E20)/CNG,2023,DEC,5,12
PETROL(E20)/HYBRID/CNG,2023,DEC,1,12
PETROL(E20)/LPG,2023,DEC,1,12
PETROL/CNG,2023,DEC,45893,12
PETROL/ETHANOL,2023,DEC,47245,12
PETROL/HYBRID,2023,DEC,21816,12
PETROL/HYBRID/CNG,2023,DEC,24,12
PETROL/LPG,2023,DEC,372,12
PURE EV,2023,DEC,8,12
STRONG HYBRID EV,2023,DEC,1,12
CNG ONLY,2024,JAN,39529,1
DIESEL,2024,JAN,246144,1
DIESEL/HYBRID,2024,JAN,442,1
DUAL DIESEL/LNG,2024,JAN,0,1
ELECTRIC(BOV),2024,JAN,145080,1
ETHANOL,2024,JAN,0,1
FUEL CELL HYDROGEN,2024,JAN,0,1
LNG,2024,JAN,0,1
LPG ONLY,2024,JAN,2557,1
NOT APPLICABLE,2024,JAN,6074,1
PETROL,2024,JAN,1557516,1
PETROL(E20)/CNG,2024,JAN,5,1
PETROL(E20)/HYBRID/CNG,2024,JAN,0,1
PETROL(E20)/LPG,2024,JAN,3,1
PETROL/CNG,2024,JAN,70017,1
PETROL/ETHANOL,2024,JAN,57169,1
PETROL/HYBRID,2024,JAN,31131,1
PETROL/HYBRID/CNG,2024,JAN,64,1
PETROL/LPG,2024,JAN,789,1
PLUG-IN HYBRID EV,2024,JAN,0,1
PURE EV,2024,JAN,0,1
STRONG HYBRID EV,2024,JAN,0,1
CNG ONLY,2024,FEB,37383,2
DIESEL,2024,FEB,229979,2
DIESEL/HYBRID,2024,FEB,402,2
DUAL DIESEL/LNG,2024,FEB,0,2
ELECTRIC(BOV),2024,FEB,141750,2
ETHANOL,2024,FEB,0,2
FUEL CELL HYDROGEN,2024,FEB,0,2
LNG,2024,FEB,38,2
LPG ONLY,2024,FEB,2654,2
NOT APPLICABLE,2024,FEB,6283,2
PETROL,2024,FEB,1498157,2
PETROL(E20)/CNG,2024,FEB,7,2
PETROL(E20)/HYBRID/CNG,2024,FEB,0,2
PETROL(E20)/LPG,2024,FEB,0,2
PETROL/CNG,2024,FEB,53723,2
PETROL/ETHANOL,2024,FEB,52619,2
PETROL/HYBRID,2024,FEB,30349,2
PETROL/HYBRID/CNG,2024,FEB,38,2
PETROL/LPG,2024,FEB,582,2
PLUG-IN HYBRID EV,2024,FEB,0,2
PURE EV,2024,FEB,1,2
STRONG HYBRID EV,2024,FEB,1,2
CNG ONLY,2024,MAR,36307,3
DIESEL,2024,MAR,231312,3
DIESEL/HYBRID,2024,MAR,579,3
DUAL DIESEL/LNG,2024,MAR,0,3
ELECTRIC(BOV),2024,MAR,209918,3
ETHANOL,2024,MAR,0,3
FUEL CELL HYDROGEN,2024,MAR,1,3
LNG,2024,MAR,41,3
LPG ONLY,2024,MAR,2734,3
NOT APPLICABLE,2024,MAR,5663,3
PETROL,2024,MAR,1523544,3
PETROL(E20)/CNG,2024,MAR,5,3
PETROL(E20)/HYBRID/CNG,2024,MAR,2,3
PETROL(E20)/LPG,2024,MAR,0,3
PETROL/CNG,2024,MAR,53824,3
PETROL/ETHANOL,2024,MAR,52077,3
PETROL/HYBRID,2024,MAR,27061,3
PETROL/HYBRID/CNG,2024,MAR,43,3
PETROL/LPG,2024,MAR,636,3
PLUG-IN HYBRID EV,2024,MAR,0,3
PURE EV,2024,MAR,3228,3
STRONG HYBRID EV,2024,MAR,1704,3
CNG ONLY,2024,APR,32900,4
DIESEL,2024,APR,209354,4
DIESEL/HYBRID,2024,APR,631,4
DUAL DIESEL/LNG,2024,APR,0,4
ELECTRIC(BOV),2024,APR,113453,4
ETHANOL,2024,APR,0,4
FUEL CELL HYDROGEN,2024,APR,6,4
LNG,2024,APR,42,4
LPG ONLY,2024,APR,2115,4
NOT APPLICABLE,2024,APR,4756,4
PETROL,2024,APR,1716688,4
PETROL(E20)/CNG,2024,APR,5,4
PETROL(E20)/HYBRID/CNG,2024,APR,4,4
PETROL(E20)/LPG,2024,APR,2,4
PETROL/CNG,2024,APR,60041,4
PETROL/ETHANOL,2024,APR,55676,4
PETROL/HYBRID,2024,APR,26624,4
PETROL/HYBRID/CNG,2024,APR,40,4
PETROL/LPG,2024,APR,678,4
PLUG-IN HYBRID EV,2024,APR,0,4
PURE EV,2024,APR,2516,4
STRONG HYBRID EV,2024,APR,3080,4
CNG ONLY,2024,MAY,37094,5
DIESEL,2024,MAY,208908,5
DIESEL/HYBRID,2024,MAY,461,5
DUAL DIESEL/LNG,2024,MAY,20,5
ELECTRIC(BOV),2024,MAY,123958,5
ETHANOL,2024,MAY,0,5
FUEL CELL HYDROGEN,2024,MAY,4,5
LNG,2024,MAY,45,5
LPG ONLY,2024,MAY,2453,5
NOT APPLICABLE,2024,MAY,4791,5
PETROL,2024,MAY,1575788,5
PETROL(E20)/CNG,2024,MAY,3,5
PETROL(E20)/HYBRID/CNG,2024,MAY,4,5
PETROL(E20)/LPG,2024,MAY,1,5
PETROL/CNG,2024,MAY,58281,5
PETROL/ETHANOL,2024,MAY,54360,5
PETROL/HYBRID,2024,MAY,23007,5
PETROL/HYBRID/CNG,2024,MAY,27,5
PETROL/LPG,2024,MAY,570,5
PLUG-IN HYBRID EV,2024,MAY,1,5
PURE EV,2024,MAY,16712,5
STRONG HYBRID EV,2024,MAY,3507,5
CNG ONLY,2024,JUN,35421,6
DIESEL,2024,JUN,197609,6
DIESEL/HYBRID,2024,JUN,343,6
DUAL DIESEL/LNG,2024,JUN,1,6
ELECTRIC(BOV),2024,JUN,109465,6
ETHANOL,2024,JUN,0,6
FUEL CELL HYDROGEN,2024,JUN,0,6
LNG,2024,JUN,39,6
LPG ONLY,2024,JUN,2475,6
NOT APPLICABLE,2024,JUN,4270,6
PETROL,2024,JUN,1406668,6
PETROL(E20)/CNG,2024,JUN,4,6
PETROL(E20)/HYBRID/CNG,2024,JUN,3,6
PETROL(E20)/LPG,2024,JUN,2,6
PETROL/CNG,2024,JUN,53463,6
PETROL/ETHANOL,2024,JUN,50014,6
PETROL/HYBRID,2024,JUN,20512,6
PETROL/HYBRID/CNG,2024,JUN,29,6
PETROL/LPG,2024,JUN,646,6
PLUG-IN HYBRID EV,2024,JUN,0,6
PURE EV,2024,JUN,30676,6
STRONG HYBRID EV,2024,JUN,4224,6
CNG ONLY,2024,JUL,39445,7
DIESEL,2024,JUL,221182,7
DIESEL/HYBRID,2024,JUL,370,7
DUAL DIESEL/LNG,2024,JUL,0,7
ELECTRIC(BOV),2024,JUL,128691,7
ETHANOL,2024,JUL,0,7
FUEL CELL HYDROGEN,2024,JUL,2,7
LNG,2024,JUL,16,7
LPG ONLY,2024,JUL,2966,7
NOT APPLICABLE,2024,JUL,4138,7
PETROL,2024,JUL,1462680,7
PETROL(E20)/CNG,2024,JUL,3,7
PETROL(E20)/HYBRID/CNG,2024,JUL,2,7
PETROL(E20)/LPG,2024,JUL,3,7
PETROL/CNG,2024,JUL,61260,7
PETROL/ETHANOL,2024,JUL,54575,7
PETROL/HYBRID,2024,JUL,22330,7
PETROL/HYBRID/CNG,2024,JUL,32,7
PETROL/LPG,2024,JUL,877,7
PLUG-IN HYBRID EV,2024,JUL,2,7
PURE EV,2024,JUL,51496,7
STRONG HYBRID EV,2024,JUL,7075,7
CNG ONLY,2024,AUG,41531,8
DIESEL,2024,AUG,199221,8
DIESEL/HYBRID,2024,AUG,343,8
DUAL DIESEL/LNG,2024,AUG,0,8
ELECTRIC(BOV),2024,AUG,107164,8
ETHANOL,2024,AUG,0,8
FUEL CELL HYDROGEN,2024,AUG,0,8
